"Crop","State","Season","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Area-2025-26","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Production-2025-26","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25","Yield-2025-26"
"Total Pulses","Himachal Pradesh","Rabi","0.12","0.13","0.14","0.13","0.13","0.29","0.32","0.33","0.32","0.32","2410.00","2398.00","2395.00","2399.00","2396.00"
"Total Pulses","Himachal Pradesh","Total","0.40","0.29","0.29","0.30","0.40","0.75","0.49","0.49","0.52","0.59","1876.00","1686.00","1678.00","1739.00","1470.00"
"Total Pulses","Jammu And Kashmir","Kharif","0.13","0.17","0.31","0.31","","0.08","0.09","0.13","0.14","","626.00","514.00","430.00","440.00",""
"Total Pulses","Jammu And Kashmir","Rabi","0.02","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","750.00","816.00","814.00","814.00",""
"Total Pulses","Jammu And Kashmir","Total","0.15","0.18","0.32","0.32","","0.10","0.10","0.14","0.15","","639.00","532.00","443.00","453.00",""
"Total Pulses","Jharkhand","Kharif","4.45","3.49","3.43","4.11","2.93","4.48","3.48","3.57","4.20","2.94","1007.00","999.00","1040.00","1023.00","1004.00"
"Total Pulses","Jharkhand","Rabi","4.10","3.79","3.66","4.88","4.19","4.50","4.13","4.07","5.43","4.71","1097.00","1089.00","1114.00","1113.00","1123.00"
"Total Pulses","Jharkhand","Total","8.55","7.28","7.09","8.99","7.12","8.98","7.61","7.64","9.63","7.65","1050.00","1046.00","1078.00","1072.00","1074.00"
"Total Pulses","Karnataka","Kharif","23.02","18.78","18.46","25.86","22.38","13.80","11.25","12.12","13.97","10.90","600.00","599.00","656.00","540.00","487.00"
"Total Pulses","Karnataka","Rabi","8.85","9.48","7.63","8.22","7.17","5.91","6.31","4.57","4.90","4.47","668.00","666.00","599.00","596.00","623.00"
"Total Pulses","Karnataka","Total","31.87","28.26","26.09","34.08","29.55","19.72","17.57","16.69","18.87","15.37","619.00","622.00","640.00","554.00","520.00"
"Total Pulses","Kerala","Kharif","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.01","0.00","0.00","1654.00","1655.00","1422.00","1519.00","1722.00"
"Total Pulses","Kerala","Rabi","0.01","0.01","0.01","0.01","0.00","0.01","0.01","0.01","0.01","0.00","929.00","1075.00","1137.00","621.00","785.00"
"Total Pulses","Kerala","Summer","","0.00","0.00","0.00","","","0.00","0.00","0.00","","","693.00","831.00","766.00",""
"Total Pulses","Kerala","Total","0.01","0.02","0.02","0.01","0.00","0.01","0.02","0.02","0.01","0.00","1022.00","1038.00","1171.00","798.00","1159.00"
"Total Pulses","Ladakh","Kharif","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","900.00","798.00","798.00","848.00",""
"Total Pulses","Ladakh","Rabi","0.00","0.00","0.00","","","0.00","0.00","0.00","","","0.00","977.00","977.00","",""
"Total Pulses","Ladakh","Total","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","900.00","812.00","812.00","848.00",""
"Total Pulses","Lakshadweep","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Lakshadweep","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Lakshadweep","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Madhya Pradesh","Kharif","18.49","14.52","9.78","6.19","5.28","10.00","9.19","6.54","3.86","3.41","541.00","633.00","669.00","624.00","646.00"
"Total Pulses","Madhya Pradesh","Rabi","34.96","28.95","29.54","22.49","24.30","46.94","38.70","38.65","29.38","31.93","1343.00","1337.00","1308.00","1306.00","1314.00"
"Total Pulses","Madhya Pradesh","Summer","","12.75","11.97","15.71","","","14.78","14.56","19.14","","","1159.00","1216.00","1218.00",""
"Total Pulses","Madhya Pradesh","Total","53.45","56.22","51.29","44.39","29.58","56.95","62.67","59.74","52.38","35.35","1065.00","1115.00","1165.00","1180.00","1195.00"
"Total Pulses","Maharashtra","Kharif","22.28","18.84","16.19","19.28","18.85","18.57","13.85","11.16","19.87","15.76","834.00","735.00","689.00","1030.00","836.00"
"Total Pulses","Maharashtra","Rabi","28.65","31.05","27.98","30.36","30.74","31.67","32.49","28.88","30.44","31.80","1105.00","1047.00","1032.00","1002.00","1034.00"
"Total Pulses","Maharashtra","Summer","","0.05","0.15","0.23","","","0.01","0.03","0.05","","","211.00","200.00","218.00",""
"Total Pulses","Maharashtra","Total","50.93","49.94","44.32","49.87","49.59","50.24","46.35","40.08","50.35","47.55","986.00","928.00","904.00","1010.00","959.00"
"Total Pulses","Manipur","Kharif","0.05","0.04","0.04","0.03","","0.05","0.04","0.03","0.03","","956.00","986.00","881.00","1002.00",""
"Total Pulses","Manipur","Rabi","0.29","0.28","0.27","0.18","","0.27","0.27","0.27","0.19","","937.00","985.00","982.00","1068.00",""
"Total Pulses","Manipur","Summer","","0.00","0.00","","","","0.00","0.00","","","","1000.00","900.00","",""
"Total Pulses","Manipur","Total","0.33","0.32","0.31","0.21","","0.31","0.32","0.30","0.22","","940.00","985.00","969.00","1058.00",""
"Total Pulses","Meghalaya","Kharif","0.01","0.01","0.01","0.01","","0.02","0.02","0.02","0.02","","1305.00","1305.00","1305.00","1305.00",""
"Total Pulses","Meghalaya","Rabi","0.07","0.07","0.07","0.07","","0.11","0.11","0.11","0.11","","1471.00","1496.00","1496.00","1496.00",""
"Total Pulses","Meghalaya","Total","0.08","0.09","0.09","0.09","","0.12","0.12","0.12","0.12","","1448.00","1468.00","1469.00","1469.00",""
"Total Pulses","Mizoram","Kharif","0.02","0.02","0.01","0.01","","0.03","0.02","0.02","0.01","","1365.00","1177.00","1449.00","735.00",""
"Total Pulses","Mizoram","Rabi","0.02","0.02","0.02","0.01","","0.03","0.02","0.03","0.01","","1463.00","1265.00","1660.00","876.00",""
"Total Pulses","Mizoram","Total","0.04","0.04","0.03","0.02","","0.06","0.05","0.04","0.02","","1415.00","1223.00","1567.00","808.00",""
"Total Pulses","Nagaland","Kharif","0.14","0.18","0.18","0.19","","0.16","0.22","0.22","0.23","","1165.00","1193.00","1220.00","1234.00",""
"Total Pulses","Nagaland","Rabi","0.12","0.14","0.15","0.15","","0.14","0.17","0.17","0.18","","1162.00","1150.00","1178.00","1174.00",""
"Total Pulses","Nagaland","Total","0.26","0.33","0.32","0.34","","0.30","0.39","0.39","0.41","","1164.00","1174.00","1201.00","1207.00",""
"Total Pulses","Odisha","Kharif","4.78","4.86","5.19","2.55","5.33","2.77","2.91","3.11","1.75","3.82","580.00","599.00","599.00","686.00","717.00"
"Total Pulses","Odisha","Rabi","3.92","2.16","2.16","2.65","4.67","2.04","1.36","1.36","2.15","3.77","520.00","628.00","629.00","809.00","806.00"
"Total Pulses","Odisha","Summer","","1.63","2.31","2.63","","","0.69","1.00","1.27","","","422.00","434.00","480.00",""
"Total Pulses","Odisha","Total","8.71","8.65","9.66","7.84","10.00","4.81","4.95","5.47","5.16","7.58","553.00","573.00","566.00","659.00","759.00"
"Total Pulses","Puducherry","Kharif","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","1000.00","952.00","1097.00","1150.00",""
"Total Pulses","Puducherry","Rabi","0.01","0.01","0.01","0.00","","0.01","0.00","0.01","0.00","","474.00","742.00","1010.00","1080.00",""
"Total Pulses","Puducherry","Summer","","0.01","0.00","0.01","","","0.00","0.00","0.00","","","550.00","311.00","147.00",""
"Total Pulses","Puducherry","Total","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","476.00","626.00","716.00","515.00",""
"Total Pulses","Punjab","Kharif","0.05","0.06","0.06","0.06","0.04","0.04","0.05","0.05","0.04","0.04","803.00","768.00","888.00","770.00","880.00"
"Total Pulses","Punjab","Rabi","0.58","0.05","0.02","0.02","0.04","0.72","0.05","0.02","0.02","0.04","1250.00","1034.00","1193.00","1143.00","1049.00"
"Total Pulses","Punjab","Summer","","0.21","0.68","0.30","","","0.23","0.62","0.27","","","1080.00","911.00","914.00",""
"Total Pulses","Punjab","Total","0.63","0.32","0.75","0.37","0.08","0.76","0.33","0.69","0.34","0.08","1213.00","1012.00","916.00","903.00","966.00"
"Total Pulses","Rajasthan","Kharif","41.23","35.23","36.47","37.09","39.63","13.08","17.46","13.41","18.43","20.53","317.00","496.00","368.00","497.00","518.00"
"Total Pulses","Rajasthan","Rabi","23.34","19.73","18.17","16.93","18.57","27.45","18.68","19.89","20.81","22.61","1176.00","947.00","1095.00","1229.00","1218.00"
"Total Pulses","Rajasthan","Summer","","0.02","0.03","0.04","","","0.03","0.04","0.04","","","1337.00","1320.00","1084.00",""
"Total Pulses","Rajasthan","Total","64.57","54.98","54.67","54.06","58.20","40.53","36.17","33.35","39.28","43.14","628.00","658.00","610.00","727.00","741.00"
"Total Pulses","Sikkim","Kharif","0.03","0.03","0.05","0.05","","0.03","0.03","0.05","0.05","","943.00","944.00","974.00","974.00",""
"Total Pulses","Sikkim","Rabi","0.02","0.02","","","","0.02","0.02","","","","998.00","998.00","","",""
"Total Pulses","Sikkim","Total","0.05","0.05","0.05","0.05","","0.05","0.05","0.05","0.05","","968.00","969.00","974.00","974.00",""
"Total Pulses","Tamil Nadu","Kharif","1.84","1.77","1.66","1.88","1.48","1.51","1.49","1.29","1.14","1.12","816.00","841.00","776.00","604.00","755.00"
"Total Pulses","Tamil Nadu","Rabi","6.18","3.71","3.76","3.77","3.29","3.48","2.38","1.92","1.93","1.91","564.00","641.00","509.00","513.00","580.00"
"Total Pulses","Tamil Nadu","Summer","","2.42","1.75","1.67","","","1.16","0.66","0.56","","","479.00","375.00","337.00",""
"Total Pulses","Tamil Nadu","Total","8.02","7.91","7.17","7.32","4.77","4.99","5.03","3.86","3.63","3.02","622.00","636.00","538.00","496.00","634.00"
"Total Pulses","Telangana","Kharif","3.70","2.69","2.08","2.53","2.24","2.79","2.29","1.66","2.27","1.81","754.00","852.00","796.00","897.00","809.00"
"Total Pulses","Telangana","Rabi","2.24","1.74","1.22","1.00","1.04","2.97","2.68","1.96","1.72","1.67","1325.00","1540.00","1604.00","1709.00","1601.00"
"Total Pulses","Telangana","Total","5.94","4.43","3.30","3.54","3.28","5.76","4.97","3.61","3.99","3.48","970.00","1122.00","1094.00","1128.00","1060.00"
"Total Pulses","Tripura","Kharif","0.14","0.11","0.11","0.11","","0.11","0.09","0.09","0.09","","747.00","803.00","803.00","812.00",""
"Total Pulses","Tripura","Rabi","0.09","0.09","0.09","0.10","","0.08","0.08","0.08","0.09","","806.00","864.00","864.00","880.00",""
"Total Pulses","Tripura","Summer","","0.00","0.00","0.00","","","0.00","0.00","0.00","","","843.00","843.00","753.00",""
"Total Pulses","Tripura","Total","0.24","0.21","0.21","0.21","","0.18","0.17","0.17","0.18","","770.00","831.00","831.00","843.00",""
"Total Pulses","Uttar Pradesh","Kharif","8.42","9.50","11.78","5.18","7.22","6.24","6.17","8.54","3.71","5.54","741.00","650.00","725.00","716.00","768.00"
"Total Pulses","Uttar Pradesh","Rabi","15.87","16.86","17.27","15.22","17.54","19.95","21.30","21.48","19.69","23.84","1257.00","1264.00","1244.00","1294.00","1359.00"
"Total Pulses","Uttar Pradesh","Summer","","1.20","1.38","3.01","","","0.95","1.12","2.91","","","791.00","811.00","967.00",""
"Total Pulses","Uttar Pradesh","Total","24.29","27.56","30.43","23.41","24.76","26.20","28.43","31.15","26.31","29.38","1078.00","1031.00","1024.00","1124.00","1187.00"
"Total Pulses","Uttarakhand","Kharif","0.43","0.41","0.39","0.39","0.38","0.50","0.42","0.39","0.40","0.36","1159.00","1026.00","990.00","1018.00","935.00"
"Total Pulses","Uttarakhand","Rabi","0.16","0.21","0.16","0.10","0.12","0.14","0.19","0.13","0.08","0.11","854.00","926.00","831.00","813.00","866.00"
"Total Pulses","Uttarakhand","Summer","","","0.00","0.00","","","","0.00","0.00","","","","1022.00","881.00",""
"Total Pulses","Uttarakhand","Total","0.59","0.62","0.55","0.49","0.51","0.64","0.62","0.52","0.48","0.47","1076.00","992.00","945.00","977.00","918.00"
"Total Pulses","West Bengal","Kharif","0.73","0.73","0.70","0.69","0.49","0.52","0.54","0.53","0.52","0.43","707.00","742.00","754.00","756.00","867.00"
"Total Pulses","West Bengal","Rabi","3.76","3.15","3.09","3.00","2.78","3.38","3.44","3.25","3.13","2.90","900.00","1092.00","1050.00","1043.00","1042.00"
"Total Pulses","West Bengal","Summer","","0.69","0.63","0.64","","","0.52","0.56","0.57","","","755.00","880.00","880.00",""
"Total Pulses","West Bengal","Total","4.49","4.57","4.42","4.33","3.27","3.90","4.51","4.33","4.22","3.33","868.00","986.00","979.00","973.00","1016.00"
"Total Pulses","Others","Kharif","","","","","0.79","","","","","0.64","","","","","806.00"
"Total Pulses","Others","Rabi","","","","","0.64","","","","","0.70","","","","","1103.00"
"Total Pulses","Others","Total","","","","","1.43","","","","","1.34","","","","","939.00"
"Total Pulses","All India","Kharif","141.19","120.95","116.25","116.06","119.52","82.35","76.21","69.74","77.33","76.26","583.00","630.00","600.00","666.00","638.00"
"Total Pulses","All India","Rabi","166.12","146.33","137.39","134.08","139.56","190.67","163.58","151.97","152.32","162.43","1148.00","1118.00","1106.00","1136.00","1164.00"
"Total Pulses","All India","Summer","","21.73","21.41","27.07","","","20.79","20.75","27.18","","","957.00","969.00","1004.00",""
"Total Pulses","All India","Total","307.31","289.01","275.05","277.20","259.07","273.02","260.58","242.46","256.83","238.69","888.00","902.00","881.00","926.00","921.00"
"Total Food Grains","Andaman And Nicobar Islands","Kharif","0.06","0.05","0.05","0.04","","0.13","0.11","0.10","0.09","","2136.00","1998.00","2101.00","2060.00",""
"Total Food Grains","Andaman And Nicobar Islands","Rabi","0.01","0.00","0.01","0.01","","0.00","0.00","0.00","0.00","","407.00","370.00","359.00","378.00",""
"Total Food Grains","Andaman And Nicobar Islands","Total","0.07","0.06","0.05","0.05","","0.14","0.11","0.10","0.09","","1976.00","1938.00","1848.00","1803.00",""
"Total Food Grains","Andhra Pradesh","Kharif","20.23","19.42","18.32","20.54","25.07","49.78","57.48","54.90","60.21","78.74","2461.00","2960.00","2996.00","2931.00","3141.00"
"Total Food Grains","Andhra Pradesh","Rabi","19.87","17.34","14.88","16.55","16.92","60.98","63.93","49.16","56.92","59.79","3069.00","3687.00","3305.00","3439.00","3533.00"
"Total Food Grains","Andhra Pradesh","Summer","","0.04","0.03","0.04","","","0.08","0.06","0.09","","","2027.00","2108.00","2241.00",""
"Total Food Grains","Andhra Pradesh","Total","40.10","36.80","33.23","37.13","41.99","110.77","121.49","104.13","117.22","138.52","2762.00","3301.00","3134.00","3157.00","3299.00"
"Total Food Grains","Arunachal Pradesh","Kharif","2.13","2.14","2.15","2.17","","3.52","3.56","3.57","3.60","","1656.00","1660.00","1662.00","1658.00",""
"Total Food Grains","Arunachal Pradesh","Rabi","0.23","0.23","0.23","0.21","","0.36","0.37","0.36","0.33","","1585.00","1618.00","1566.00","1594.00",""
"Total Food Grains","Arunachal Pradesh","Total","2.35","2.37","2.37","2.38","","3.88","3.93","3.92","3.93","","1649.00","1656.00","1653.00","1653.00",""
"Total Food Grains","Assam","Kharif","20.37","20.07","20.32","18.69","19.84","37.16","47.21","46.39","38.86","43.33","1825.00","2352.00","2283.00","2080.00","2184.00"
"Total Food Grains","Assam","Rabi","5.18","1.47","2.11","2.17","0.94","9.61","1.18","4.44","4.86","3.29","1857.00","804.00","2105.00","2240.00","3501.00"
"Total Food Grains","Assam","Summer","","3.75","3.95","4.06","","","11.06","11.77","11.61","","","2949.00","2982.00","2858.00",""
"Total Food Grains","Assam","Total","25.55","25.29","26.37","24.92","20.78","46.78","59.45","62.59","55.33","46.62","1831.00","2351.00","2374.00","2221.00","2244.00"
"Total Food Grains","Bihar","Kharif","32.55","30.30","33.08","34.21","34.60","78.55","73.66","83.64","87.59","92.05","2413.00","2431.00","2529.00","2560.00","2661.00"
"Total Food Grains","Bihar","Rabi","31.89","28.56","31.18","30.92","30.72","91.63","96.81","114.80","115.32","114.16","2873.00","3389.00","3682.00","3729.00","3716.00"
"Total Food Grains","Bihar","Summer","","3.72","4.00","3.72","","","12.95","13.57","10.82","","","3479.00","3390.00","2911.00",""
"Total Food Grains","Bihar","Total","64.44","62.59","68.26","68.86","65.32","170.18","183.43","212.01","213.73","206.21","2641.00","2931.00","3106.00","3104.00","3157.00"
"Total Food Grains","Chandigarh","Kharif","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","5240.00","3843.00","4768.00","3596.00",""
"Total Food Grains","Chandigarh","Rabi","0.01","0.01","0.01","0.01","","0.03","0.03","0.03","0.03","","5000.00","4696.00","5000.00","5000.00",""
"Total Food Grains","Chandigarh","Total","0.01","0.01","0.01","0.01","","0.03","0.03","0.03","0.03","","5034.00","4579.00","4966.00","4794.00",""
"Total Food Grains","Chhattisgarh","Kharif","40.85","40.71","40.95","41.63","39.82","85.05","102.91","101.26","107.98","91.14","2082.00","2528.00","2473.00","2594.00","2289.00"
"Total Food Grains","Chhattisgarh","Rabi","6.76","6.27","5.60","5.62","5.78","5.19","6.03","4.93","5.86","5.46","767.00","961.00","881.00","1042.00","944.00"
"Total Food Grains","Chhattisgarh","Total","47.61","46.98","46.55","47.25","45.60","90.24","108.93","106.19","113.84","96.60","1895.00","2319.00","2281.00","2409.00","2118.00"
"Total Food Grains","Dadra And Nagar Haveli","Kharif","0.17","0.19","0.19","0.17","","0.34","0.38","0.38","0.35","","2049.00","2039.00","2036.00","2033.00",""
"Total Food Grains","Dadra And Nagar Haveli","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Food Grains","Dadra And Nagar Haveli","Total","0.17","0.19","0.19","0.17","","0.34","0.38","0.38","0.35","","2049.00","2039.00","2036.00","2033.00",""
"Total Food Grains","Daman And Diu","Kharif","0.02","","","","","0.04","","","","","1832.00","","","",""
"Total Food Grains","Daman And Diu","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Food Grains","Daman And Diu","Total","0.02","","","","","0.04","","","","","1832.00","","","",""
"Total Food Grains","Delhi","Kharif","0.10","0.10","0.10","0.10","","0.26","0.25","0.25","0.26","","2464.00","2483.00","2483.00","2468.00",""
"Total Food Grains","Delhi","Rabi","0.18","0.17","0.17","0.17","","0.82","0.81","0.80","0.80","","4498.00","4648.00","4648.00","4643.00",""
"Total Food Grains","Delhi","Total","0.29","0.27","0.27","0.28","","1.07","1.06","1.05","1.06","","3757.00","3854.00","3860.00","3830.00",""
"Total Food Grains","Goa","Kharif","0.23","0.23","0.23","0.24","","0.66","0.63","0.68","0.52","","2816.00","2789.00","2890.00","2171.00",""
"Total Food Grains","Goa","Rabi","0.13","0.13","0.13","0.13","","0.28","0.29","0.31","0.28","","2167.00","2281.00","2382.00","2251.00",""
"Total Food Grains","Goa","Total","0.36","0.35","0.36","0.36","","0.93","0.92","0.99","0.80","","2585.00","2607.00","2710.00","2198.00",""
"Total Food Grains","Gujarat","Kharif","21.28","18.12","17.84","16.92","18.55","40.55","34.89","34.84","31.75","28.95","1905.00","1925.00","1953.00","1876.00","1561.00"
"Total Food Grains","Gujarat","Rabi","24.67","19.92","20.53","23.51","25.95","60.75","50.90","52.35","58.72","65.73","2463.00","2555.00","2550.00","2497.00","2533.00"
