N,P,K,pH,Moisture,Rainfall,Humidity,Temperature,Label,Season,Soil_Type,Location,Sowing_Time,Fertilizer,Compost,Pest_Control
20,60,25,6.726469087999999,24,61.19250859,69.09047809,27.3254209,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
48,61,21,6.628264883,26,65.62859526,61.69295127,30.28496619,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
49,68,22,7.127064207,25,63.49726331,61.53278622,28.56840626,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
48,62,15,7.538631462000001,26,65.81655892,66.6379724,25.36586097,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
32,66,17,7.162357641,28,70.1415139,65.26774011,34.9466155,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
21,63,22,6.859409487000001,30,74.61649888,67.72837887,25.09737391,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
20,72,19,7.397190844,26,65.82045699999999,64.34848735,32.47648301,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
25,65,21,6.880245789,28,69.24464096,68.59232289,33.86351172,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
41,78,21,6.581313137,28,70.88787207,60.37332688,25.19857725,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
53,67,17,7.296972161,25,61.46892873,69.01852894,31.77681682,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
39,60,21,6.97297656,26,64.72797143,63.59948557,34.89814946,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
25,76,17,7.241148507,25,62.3061735,68.63525428,31.74105409,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
21,78,19,6.92009048,28,69.85112265,66.76017239,27.16159076,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
57,60,17,7.504608385,29,73.58663968,67.88521396,26.23773129,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
56,75,15,7.152272256,27,66.37171179,60.06534859,30.20157245,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
49,72,15,7.137004749,30,74.86960831,67.83563765,31.55846339,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
24,80,19,6.8080417220000005,26,65.66436565,69.0854554,29.67892453,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
49,76,18,7.393631868,24,60.4693835,67.7017527,27.05365239,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
28,68,19,7.69950698,29,72.43169115,61.38597868,34.63880966,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
55,78,21,6.6028882489999985,25,63.57445989,62.93692886,33.39438752,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
50,64,25,6.734447425,28,70.25496749,63.37230676,28.84079155,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
34,80,19,6.521217963,29,71.48327008,63.0563645,31.49338309,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
20,68,23,7.707332484,25,63.1830529,63.95425534,25.54960633,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
55,67,16,6.596719015,28,70.27184748,69.69366426,34.37329112,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
23,70,15,7.403623355,24,60.41790253,63.11296779,34.600824700000004,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
53,74,15,7.517097,29,72.17818157,64.94329356,29.43463808,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
26,67,16,7.17620823,27,67.83345933,67.90577375,29.10713092,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
33,80,22,6.593961761,28,70.0866434,65.71765781,28.57006111,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
37,79,19,7.143942758,28,69.40878198,69.3478631,27.54384835,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
33,75,21,6.690655045,25,62.30278274,68.93875631,33.04687968,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
22,55,20,7.423530351,24,61.16350463,69.96100028,33.95309131,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
20,68,17,6.578714842999999,29,71.72980375,60.11680815,30.11873003,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
43,68,20,7.497469256,28,69.43895491,66.17587668,29.57812712,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
44,76,22,7.775306272000001,28,68.91754359,68.01232937,27.26458947,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
34,60,16,7.322555222999999,26,63.85668948,64.24992106,31.35730791,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
21,72,17,7.580527339,25,61.71111448,66.55723677,31.52104732,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
25,68,19,7.1084501210000015,27,67.47677295,64.25510719,29.39982732,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
41,62,15,7.358974541,26,65.24194361,64.14928485,29.38400259,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
28,65,23,7.405176138,30,74.24459122,61.88871127,28.38686534,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
35,64,15,6.500144962,28,69.5274407,63.53604453,28.47442276,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
52,58,16,7.167435834,29,71.36947525,61.14508627,30.64095781,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
58,75,25,7.261791753,27,68.64685069,61.36669662,25.25596239,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
34,66,19,7.586642101,29,73.44678678,60.18122078,32.97030511,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
52,70,16,7.534811832999999,27,67.32520551,66.60416867,33.66855394,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
23,57,19,7.251000789,29,73.40452716,67.99803573,32.83963757,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
42,58,25,6.513620917999999,28,69.46020927,62.90020977,27.45853567,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
37,62,17,7.121254928,30,74.62068748,69.84354028,25.68576704,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
44,75,22,7.574561547,28,71.21006868,64.14800537,30.0328403,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
21,80,20,7.350869792,26,64.32887142,68.27085245,28.20667264,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
56,76,16,7.5131510760000015,25,63.29900785,61.18956161,28.27265858,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
29,76,15,7.0256077060000015,28,69.68862306,64.2020154,28.541723600000005,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
43,61,20,6.804253866,25,63.51822045,61.61367264,26.87187036,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
55,60,15,7.163043872,26,64.11411069,68.77994074,32.79766751,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
44,63,15,7.338929556,25,63.46546487,64.51136845,26.42333018,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
29,67,21,6.621323612,25,63.02169909,63.38789228,29.79181107,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
47,63,16,6.661870999,29,72.50669768,67.10464369,27.44003279,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
40,68,17,7.733149554,28,70.40795007,65.14877461,34.1262979,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
58,61,15,7.402891666,25,62.78730907,64.23364112,30.94908189,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
41,74,18,6.599147297999999,29,73.37686831,61.02701476,28.75751783,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
58,79,17,7.04174124,25,62.31842057,66.10123083,27.24766491,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
27,62,24,7.353876754,25,62.2737345,66.770943,28.63005477,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
27,60,17,7.0267953589999985,26,64.42177127,63.64698302,26.41768321,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
52,65,20,6.814301033,28,68.83924882,66.15665137,32.81705216,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
44,55,25,7.42160832,28,71.16331975,65.91359954,29.6321052,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
21,62,24,6.8473828910000005,26,65.45328463,62.73317204,33.49077065,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
60,59,22,7.191522601,30,74.22238583,66.74217464,31.86847286,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
33,77,21,7.01285529,29,71.64631281,65.62971858,30.32992227,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
59,58,17,7.368318809,25,62.83469851,66.31394098,28.546224,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
29,63,17,7.26154329,27,66.47264636,67.88811637,30.02629908,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
59,63,18,6.52669158,27,66.69096751,60.13263713,31.65531175,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
29,70,15,6.872594461,30,74.16699119,63.54718862,30.33499674,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
58,73,16,6.874142175,26,64.89517488,65.67718163,33.36984395,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
55,77,22,7.76061831,26,64.77651469,62.99303471,31.4345059,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
42,79,23,6.781841984,27,68.56507978,63.29103387,27.71678273,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
44,77,21,7.326980454,25,61.83876146,61.3009051,32.63918668,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
38,62,25,7.453975408,25,63.37784443,67.77954584,32.7477393,urad,Summer/Kharif/Rabi,Heavy Loam,Central India,Jun-Jul,Sulphur-rich,Vermicompost,Hairy Caterpillar
32,76,15,7.604110177000001,17,43.35795377,63.49802189,28.05153602,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
13,61,22,7.728832424,19,46.83130119,63.27771461,19.44084326,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
38,60,20,7.491217102,19,46.80452595,60.63872613,29.84823072,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
11,74,17,6.633864582,19,46.6352865,69.92375891,21.36383757,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
37,71,16,7.324863481,18,46.13833007,68.51966729,26.28663931,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
29,71,18,6.410441476,21,53.46622584,62.13873825,22.17499963,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
2,72,18,7.836719564,20,50.89110726,60.97876599,26.57597546,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
6,59,21,6.139215944,20,50.90994463,66.14007674,26.58972517,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
13,64,20,6.590571088,15,36.46946971,62.57526895,19.1345771,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
8,58,17,7.286049977999999,14,35.15426171,69.15640149,28.75273118,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
6,77,20,6.058306161,20,49.14337177,60.2816298,25.78746268,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
2,75,22,6.658605362,21,52.55730112,61.78779413,23.89271875,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
3,69,23,7.299360767,17,42.96018627,63.18832976,28.67408774,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
27,80,24,7.815210661,20,49.02366803,61.77336343,28.42062847,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
39,78,15,5.925391795,17,41.78219834,62.60136323,21.35499456,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
40,79,17,6.403683619,15,38.71834464,63.18738532,21.12695586,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
37,62,22,7.397546271,20,49.78102578,61.62313345,24.02037872,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
31,60,24,7.722335992,21,51.92057267,65.8567539,25.40474421,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
22,67,22,7.475926645,22,54.93937710000001,64.49166566,29.03017561,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
3,78,18,6.887130053,20,50.89732989,68.65257685,20.21368219,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
4,80,16,7.441976825,18,44.93261911,68.01965728,29.19585548,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
13,61,24,7.629910252999999,20,49.39111479,69.6897615,18.29783597,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
12,66,20,7.336117221,18,44.43177543,63.41785982,27.41434987,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
4,61,21,6.75020529,20,48.77790371,60.09116626,24.84063998,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
9,60,21,7.52178027,16,40.37113729,67.31323084,29.94413861,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
18,66,22,6.347379185,19,47.89645224,67.55109024,25.87990287,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
32,56,18,7.135251532000001,18,46.05333124,65.84395319,20.0467711,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
6,72,15,7.670178119,22,54.49044154,66.70897237,22.99451999,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
15,77,20,7.399749291,20,49.04015558,66.92642362,25.13163619,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
0,65,24,7.841496029,21,53.14531023,62.44616219,28.49584395,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
30,79,22,6.254216611,19,48.60449438,69.48515056,18.28766124,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
3,63,16,6.868881707999999,21,53.13946695,61.18458224,24.38041875,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
2,78,23,7.320514721,18,45.42616802,66.43934593,21.31852148,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
10,78,18,6.296976913,18,44.07819743,62.70637578,18.54141834,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
14,67,25,7.241151936,20,49.37369982,60.85993533,25.28710601,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
39,65,23,7.685959305,16,41.02682925,69.12613376,25.43459777,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
19,72,15,6.890760124,18,44.08562546,69.76112921,28.83600962,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
18,57,21,6.155915975,20,49.47371773,63.93927841,27.37659643,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
31,58,15,6.167855382000001,18,45.36521251,60.19461399,28.31886863,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
28,58,25,6.861640036,15,37.81123974,62.04814951,27.4818649,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
5,65,19,6.978361689,20,48.80253285,68.10365387,18.28072173,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
16,65,19,7.043160241,17,42.72374404,69.29786244,27.61204997,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
34,65,19,5.94239222,18,45.40277297,63.22011726,23.43974653,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
14,69,19,7.239455147,21,52.39881209,63.68128841,20.95628486,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
22,55,16,6.516317561,20,49.73922097,68.03209183,23.7937153,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
24,61,17,6.233269045,15,38.30411077,65.44544859,22.6371424,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
2,79,15,7.505283615,14,35.75107592,65.47227704,21.53577883,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
26,63,17,6.950300686,18,44.95654782,65.73085206,29.87854588,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
27,61,15,6.958054839,19,48.33941188,67.10004577,25.2653291,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
24,70,16,6.54803469,14,35.03484812,68.93307305,25.17885316,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
13,74,25,6.461618577,18,44.23629285,61.09533545,24.12192608,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
6,64,23,7.065264073,14,36.18678721,67.40460704,23.33565221,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
12,58,23,6.765091462000001,20,50.43306085,63.39503184,21.74600081,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
32,79,22,5.91645379,22,54.37814199,63.46170674,27.60195453,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
6,68,18,6.711341147000001,19,47.26052494,62.50453062,24.388717,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
10,79,20,6.379881442,15,38.21370568,66.895409,24.98287462,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
38,77,22,6.313284267999999,14,35.36831423,69.3159965,28.234829,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
17,74,17,7.393210848,15,37.11395801,69.55863145,26.03026959,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
26,68,24,7.504930973,15,37.15824966,64.07691942,28.04849594,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
23,75,17,7.198076286,19,48.28137482,64.00213929,24.87425505,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
32,78,22,7.007037515,21,53.40906048,62.35557553,23.97081395,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
19,79,19,6.677262562,17,42.89509057,67.76252583,20.06003985,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
22,60,18,6.74398035,17,41.7704893,61.28633405,19.59221047,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
28,69,16,6.547361617999999,14,35.69674138,66.29327012,29.77013109,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
1,67,21,6.551577598,19,48.06491307,60.53657684,27.52135365,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
12,67,23,6.585020302999999,18,45.49683991,63.14909763,25.62896213,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
36,67,20,6.924042372000001,21,53.31508572,60.47528931,20.39078312,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
28,70,21,7.437373666,16,39.18374505,60.4989659,25.39038396,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
12,71,19,7.142611056000002,17,42.19740397,60.71367427,24.91079638,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
22,68,16,7.74672376,15,37.46160727,63.20915034,27.70496805,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
26,66,22,6.300479414,21,51.54922825,65.1034354,18.06486101,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
16,65,16,6.078724107,20,50.6128521,62.45851612,18.13027797,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
14,59,22,6.76660668,19,46.90725077,67.89815262,23.82723528,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
33,59,19,7.641024177,20,49.55213308,62.74710773,23.19305333,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
21,63,17,6.559681838,17,41.45486619,68.17543102,25.08966129,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
0,69,21,7.072923306,15,36.68284038,61.88321072,25.86928193,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
10,75,17,7.732194787999999,16,39.00992137,68.05394959,18.43966037,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
30,61,18,6.157782589,21,52.50812701,67.02664337,27.14911056,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
0,74,17,7.240988401,19,47.01510708,64.50515776,23.33375853,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
35,74,22,6.898905799,17,42.87274897,62.96841833,26.7230014,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
7,63,24,6.818681086000002,21,53.04669416,64.45268309,19.55750776,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
9,56,17,6.261937875,19,46.48280681,66.7729209,26.13708256,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
14,74,15,6.493036868,20,49.94043064,65.57653373,27.99990346,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
14,76,20,7.042474679,15,36.5011366,62.10652364,29.05941162,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
36,65,16,7.692013657,20,50.17067771,64.1123333,25.71269843,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
28,67,21,6.250994222999999,19,46.62370222,63.73086065,21.79792649,masoor,Rabi,Alluvial,Cool Plains,Oct-Nov,DAP,Compost,Rust
